// K-L3,K-L2,K-M3,K-N3,K-M2,K-N5,K-M5,L3-N2,L3-N3,L3-O2,L3-O3,L3-P1,L3-M5,L3-M4,L3-N4,L3-N5,L3-O4,L3-N1,L3-O1,L3-M1,L3-M3,L3-M2,L3-N6,L2-M2,L2-M5,L2-N2,L2-N3,L2-N5,L2-O2,L2-O3,L2-P2,L2-M4,L2-M3,L2-N4,L2-N1,L2-O4,L2-O1,L2-M1,L2-N6,L1-M1,L1-N1,L1-N4,L1-O1,L1-O4,L1-M4,L1-M3,L1-M2,L1-M5,L1-N2,L1-N5,L1-N3,L1-O3,L1-O2,M1-N2,M1-N3,M2-M4,M2-N1,M2-N4,M2-O4,M3-M4,M3-M5,M3-N1,M3-N4,M3-O1,M3-O4,M3-O5,M3-N5,M4-N3,M4-O2,M4-N6,M4-N2,M5-O3,M5-N7,M5-N6,M5-N3,N4-N6,N5-N6
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1133,0,0.17059,0,0,0.0004,0.0423,0,0,0,0,0,0,0.0027,0,0,0,0,0.43087,0.0002,0.06704,0.0034,0,0.0005,0.0154,0,0,0,0,0,0,0.0054,0.1464,0.09189,0,0.002,0.0004,0.0327,0.0054,0,0,0,0,0.275,0.01,0,0,0,0.055,0,0,0,0,0.2,0,0.001,0,0.01,0.0001,0,0,0.1,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1131,0,0.17699,0,0,0.0004,0.0424,0,0,0,0,0,0,0.0027,0,0,0,0,0.42248,0.0002,0.06848,0.0033,0,0.0005,0.015,0,0,0,0,0,0,0.0054,0.14119,0.08929,0,0.00198,0.0004,0.0323,0.0069,0,0,0,0,0.26,0.01,0,0,0,0.052,0,0,0,0,0.2,0,0.001,0,0.01,0.0001,0,0,0.1,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1134,0,0.19589,0,0,0.0004,0.04269,0,0,0,0,0,0,0.0027,0,0,0,0,0.42983,0.0002,0.07215,0.0034,0,0.0006,0.0152,0,0,0,0,0,0,0.0054,0.1399,0.08869,0,0.00201,0.0004,0.0325,0.0076,0,0,0,0,0.14,0.01,0,0,0,0.028,0,0,0,0,0.2,0,0.001,0,0.01,0.0001,0,0,0.1,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.11335,0,0.19507,0,0,0.00018,0.043254648,0,0,0,0,0,0,0,0,0,0,0,0.511134578,0.00002,0.07487,0.004245157,0,0.000356222,0.016976411,0,0,0,0,0,0,0.0002424,0.112182588,0.016670777,0,0.00177268,0,0.02879287,0.003751926,0,0,0,0,0.0666397,0.12173562,0,0,0,0.184258,0,0,0,0,0.15465187,0,0.270333,0,0.16680121,0.02694,0,0,1,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.77E-01,0.00E+00,2.11E-01,0.00E+00,0.00E+00,4.74E-04,4.66E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.45E-01,3.56E-04,6.96E-02,2.15E-03,0.00E+00,6.74E-04,2.25E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.52E-03,1.23E-01,3.04E-02,0.00E+00,2.76E-03,3.71E-04,2.65E-02,3.99E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.49E-02,8.08E-02,0.00E+00,0.00E+00,0.00E+00,4.84E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.62E-01,0.00E+00,2.59E-03,0.00E+00,3.98E-02,2.62E-04,0.00E+00,0.00E+00,1.00E+00,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.90E-01,0.00E+00,2.18E-01,0.00E+00,0.00E+00,5.80E-04,4.48E-02,0.00E+00,0.00E+00,1.19E-04,0.00E+00,0.00E+00,0.00E+00,1.02E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.51E-01,8.55E-03,7.57E-02,2.88E-03,0.00E+00,2.13E-04,2.67E-02,1.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E-03,1.23E-01,3.27E-02,0.00E+00,2.17E-03,1.01E-04,2.98E-02,3.33E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.75E-02,9.19E-02,0.00E+00,0.00E+00,0.00E+00,4.87E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-01,0.00E+00,1.27E-03,0.00E+00,1.25E-02,1.37E-04,0.00E+00,1.28E-02,1.00E+00,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.10E-01,0.00E+00,2.17E-01,0.00E+00,0.00E+00,4.49E-04,4.33E-02,0.00E+00,0.00E+00,1.20E-04,0.00E+00,0.00E+00,0.00E+00,1.91E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.95E-01,3.96E-04,7.86E-02,1.21E-03,0.00E+00,6.72E-04,1.49E-02,1.04E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.27E-03,1.11E-01,1.00E-01,0.00E+00,3.08E-03,3.46E-04,2.57E-02,2.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.98E-02,7.25E-02,0.00E+00,0.00E+00,0.00E+00,1.77E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-01,0.00E+00,9.96E-04,1.07E-01,7.65E-01,7.61E-05,8.45E-02,1.00E+00,2.62E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.02E-01,0.00E+00,2.12E-01,0.00E+00,0.00E+00,4.97E-04,4.66E-02,0.00E+00,0.00E+00,1.23E-04,0.00E+00,0.00E+00,0.00E+00,3.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.89E-01,4.97E-04,7.66E-02,3.38E-03,0.00E+00,5.06E-04,2.06E-02,1.01E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.27E-03,1.09E-01,9.87E-02,0.00E+00,2.88E-03,3.57E-04,2.53E-02,3.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E-02,7.29E-02,0.00E+00,0.00E+00,0.00E+00,2.00E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E-01,0.00E+00,2.47E-05,6.35E-01,1.00E+00,1.17E-04,4.21E-01,1.70E-01,3.49E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1133,0,0.196,0.0032,0,0.0004,0.0448,0,0,0.0001,0,0,0,0.0027,0,0,0,0,0.4308,0.0003,0.0784,0.0035,0.0008,0.0006,0.01479,0.0001,0,0,0,0,0,0.0054,0.1247,0.07799,0,0.00201,0.0006,0.0311,0.0077,0,0,0,0,0.03,0.028,0,0,0,0.006,0,0,0,0,0.4,0,0.001,0.89,0.01,0.0001,1,1,0.068,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1133,0,0.19769,0.003,0.014,0.0004,0.04519,0,0,0.0001,0,0,0,0.0027,0,0,0,0,0.43512,0.0003,0.07951,0.0036,0.0008,0.0006,0.01489,0.0001,0,0,0,0,0,0.0054,0.12669,0.08689,0,0.00208,0.0006,0.0318,0.0079,0,0,0,0,0.0225,0.1,0,0,0,0.0045,0,0,0,0,0.26,0,0.001,0.88,0.4,0.0001,1,1,0.06,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,2.62E-01,1.11E-05,2.20E-01,0.00E+00,1.99E-02,4.90E-04,4.70E-02,0.00E+00,0.00E+00,1.19E-04,0.00E+00,0.00E+00,0.00E+00,3.31E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.60E-01,3.48E-04,8.50E-02,2.38E-03,0.00E+00,6.20E-04,0.00E+00,1.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.54E-03,9.98E-02,1.44E-01,0.00E+00,3.20E-03,5.77E-04,3.02E-02,4.29E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E-02,1.02E-01,0.00E+00,0.00E+00,0.00E+00,8.64E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-01,0.00E+00,4.79E-04,1.00E+00,5.07E-01,8.70E-05,2.34E-01,8.63E-01,2.54E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.67E-01,1.14E-05,2.26E-01,0.00E+00,2.87E-02,5.79E-04,5.17E-02,0.00E+00,0.00E+00,1.41E-04,0.00E+00,0.00E+00,0.00E+00,5.16E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.96E-01,6.43E-04,8.48E-02,2.49E-03,0.00E+00,5.56E-04,0.00E+00,1.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E-03,8.73E-02,1.09E-01,0.00E+00,6.64E-03,3.99E-04,2.51E-02,3.65E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-02,2.85E-02,0.00E+00,0.00E+00,0.00E+00,6.16E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.56E-02,0.00E+00,1.77E-04,1.00E+00,7.79E-02,6.24E-05,1.66E-01,6.15E-01,6.59E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0,0,0,1,0.1134,0.00001,0.19929,0.0026,0.014,0.0004,0.0465,0,0,0.0002,0,0,0,0.0027,0,0,0,0,0.44104,0.0004,0.08168,0.0036,0.0007,0.0006,0.01479,0.0001,0,0,0,0,0,0.0054,0.124,0.0874,0,0.00212,0.0007,0.0315,0.0078,0,0,0,0,0.05,0.014,0,0,0,0.01,0,0,0,0,0.2615,0,0.001,0.78,0.01,0.0001,1,1,0.06,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.59E-01,1.18E-05,2.38E-01,0.00E+00,1.25E-02,5.07E-04,5.27E-02,0.00E+00,0.00E+00,3.11E-04,0.00E+00,0.00E+00,0.00E+00,4.38E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.40E-01,4.24E-04,9.15E-02,1.83E-03,0.00E+00,6.97E-04,6.19E-02,1.35E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.85E-03,1.15E-01,7.20E-02,0.00E+00,1.20E-02,5.74E-04,2.07E-02,3.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.46E-02,7.13E-02,0.00E+00,0.00E+00,0.00E+00,1.24E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.43E-01,0.00E+00,1.77E-04,1.00E+00,1.07E-01,1.24E-04,8.20E-01,8.20E-01,6.36E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.06E-01,1.08E-05,2.17E-01,0.00E+00,1.05E-02,5.56E-04,4.90E-02,0.00E+00,0.00E+00,3.38E-04,0.00E+00,0.00E+00,0.00E+00,4.33E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.08E-01,4.36E-04,8.82E-02,2.00E-03,0.00E+00,6.59E-04,2.57E-02,1.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.55E-03,1.06E-01,7.22E-02,0.00E+00,1.03E-02,5.83E-04,2.18E-02,4.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.48E-02,7.20E-02,0.00E+00,0.00E+00,0.00E+00,9.84E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.91E-02,0.00E+00,1.11E-04,1.00E+00,8.87E-02,1.59E-04,8.58E-01,8.58E-01,5.28E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.10E-01,1.10E-05,2.21E-01,0.00E+00,8.71E-03,7.72E-04,4.85E-02,0.00E+00,0.00E+00,4.12E-04,0.00E+00,0.00E+00,0.00E+00,5.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.08E-01,6.75E-04,8.99E-02,7.62E-03,0.00E+00,1.44E-03,2.02E-02,1.26E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E-02,1.05E-01,6.28E-02,0.00E+00,4.61E-03,9.81E-04,3.04E-02,7.07E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.16E-02,6.99E-02,0.00E+00,0.00E+00,0.00E+00,7.56E-03,1.12E-03,0.00E+00,0.00E+00,0.00E+00,9.63E-02,0.00E+00,5.47E-04,9.91E-01,7.48E-02,1.85E-04,1.00E+00,1.00E+00,4.50E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.64E-01,1.14E-05,2.30E-01,0.00E+00,7.53E-03,8.15E-04,5.91E-02,0.00E+00,0.00E+00,3.76E-04,0.00E+00,0.00E+00,0.00E+00,7.46E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.11E-01,3.64E-04,8.95E-02,6.03E-03,0.00E+00,7.77E-04,1.83E-02,2.39E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-02,1.05E-01,7.87E-02,0.00E+00,4.52E-03,7.15E-04,2.86E-02,4.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.49E-02,3.53E-02,0.00E+00,0.00E+00,0.00E+00,4.17E-03,9.34E-04,0.00E+00,0.00E+00,0.00E+00,7.95E-02,0.00E+00,5.17E-04,8.03E-01,2.81E-01,1.57E-04,1.00E+00,1.00E+00,8.45E-02,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0,0,0.0001,0,0,1,0.1134,0.00001,0.2017,0.0022,0.014,0.0004,0.0494,0,0.0001,0.0004,0.0001,0,0,0.0027,0,0.0001,0,0,0.46224,0.0004,0.08728,0.0038,0.0006,0.0006,0.0157,0.0002,0,0,0,0.0027,0.0027,0.0054,0.12789,0.09589,0,0.00235,0.0008,0.0331,0.0082,0,0,0,0,0.05,0.01,0,0,0,0.01,0.001,0,0,0,0.08505,0,0.001,0.59443,0.01,0.0001,1,1,0.06,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.00E+00,0.00E+00,1.13E-04,0.00E+00,0.00E+00,1.00E+00,2.79E-01,1.16E-05,2.35E-01,0.00E+00,8.68E-03,4.50E-04,4.52E-02,0.00E+00,9.45E-05,8.84E-04,1.30E-04,0.00E+00,0.00E+00,1.96E-03,0.00E+00,1.24E-04,0.00E+00,0.00E+00,5.18E-01,4.64E-04,8.90E-02,6.23E-03,0.00E+00,3.03E-03,1.49E-02,2.93E-04,0.00E+00,0.00E+00,1.86E-04,2.12E-03,0.00E+00,1.26E-02,9.41E-02,8.31E-02,0.00E+00,4.01E-03,1.68E-03,3.16E-02,5.23E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-02,9.36E-03,0.00E+00,0.00E+00,0.00E+00,1.64E-02,3.46E-04,0.00E+00,0.00E+00,0.00E+00,3.01E-02,0.00E+00,1.40E-04,3.47E-01,1.71E-02,1.27E-04,1.00E+00,1.00E+00,1.03E-01,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1135,0.00001,0.2048,0.005,0.014,0.0004,0.05089,0.0001,0.001,0.0005,0.0001,0,0,0.0027,0.0001,0.0001,0.0001,0,0.46231,0.0005,0.08968,0.0039,0.0014,0.0006,0.0158,0.0002,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.1316,0.10189,0,0.00252,0.0009,0.0347,0.0089,0.0001,0,0,0,0.0056,0.01,0,0,0,0.02901,0.001,0,0,0,0.08505,0,0.001,0.59443,0.01,0.0001,1,1,0.06,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.07755,0.0001,0,0,1,0.15953,0.08234,0.13705,0,0,0.00841,0.04992,0,0.00122,0.08234,0,0,0,0.0012,0,0,0,0,0.46284,0.00277,0.08044,0.00714,0,0,0.01505,0.00646,0,0,0,0,0.00005,0.00865,0,0.06907,0,0.00897,0.00087,0.0196,0,0.00441,0,0,0,0.01048,0.01295,0,0,0,0.0301,0,0.00246,0,0,0.03388,0.00298,0.01091,0.47699,0.09379,0.0288,1,1,0.02796,0,0
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1137,0.00001,0.21385,0.0132,0.014,0.0004,0.04169,0.0001,0.001,0.0006,0.0001,0.0001,0.0001,0.0005,0.0001,0.0001,0.0001,0,0.3679,0.0005,0.05658,0.0039,0.0037,0.0006,0.01155,0.0002,0.0001,0.0001,0.0001,0.0005,0.00398,0.01436,0.07077,0.05649,0,0.0027,0.0011,0.0362,0.0098,0.0001,0,0.00005,0,0.0056,0.01,0,0,0,0.02901,0.001,0.0027,0.001,0.01,0.08505,0.0001,0.0001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1132,0.00001,0.21219,0.018,0.014,0.0004,0.05299,0.0001,0.0011,0.0006,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.4408,0.0005,0.08864,0.0038,0.0048,0.0006,0.0151,0.0002,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.1222,0.09869,0,0.0025,0.001,0.0331,0.0093,0.0001,0,0.00005,0,0.0056,0.01,0,0,0,0.02901,0.001,0.0027,0.001,0.01,0.08505,0.0001,0.001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1137,0.00001,0.2146,0.0236,0.014,0.0004,0.05389,0.0001,0.0011,0.0007,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.43207,0.0005,0.08768,0.0037,0.0062,0.0007,0.01479,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.1024,0.08369,0,0.00214,0.0009,0.028,0.0081,0.0001,0,0.00005,0,0.0056,0.02901,0,0,0,0.02901,0.001,0.0027,0.005,0.01,0.08505,0.0001,0.001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1128,0.00001,0.216,0.033,0.014,0.0004,0.05429,0.0001,0.0011,0.0007,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.4168,0.0005,0.08543,0.0036,0.0086,0.0006,0.01429,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.0874,0.07269,0,0.00187,0.0008,0.024,0.0071,0.0001,0,0.00005,0,0.00285,0.02901,0,0,0,0.02901,0.001,0.0027,0.005,0.01,0.08505,0.0001,0.001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0,1,0.1139,0.00001,0.21829,0.0374,0.014,0.0004,0.0554,0.0001,0.0012,0.0008,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.4088,0.0005,0.08448,0.0035,0.0095,0.0007,0.01399,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.0783,0.0662,0.0004,0.00171,0.0008,0.0218,0.0067,0.0001,0,0.00005,0,0.00285,0.02901,0,0,0,0.02901,0.01,0.0027,0.005,0.01,0.08505,0.0001,0.001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1139,0.00001,0.21949,0.0438,0.014,0.0004,0.0562,0.0001,0.0012,0.0009,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.40151,0.0005,0.08407,0.0035,0.0109,0.0007,0.01379,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.069,0.0594,0.0004,0.00154,0.0007,0.0194,0.0062,0.0001,0,0.00005,0,0.00285,0.02901,0,0,0,0.02901,0.01,0.0027,0.005,0.01,0.08505,0.0001,0.001,0.59443,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.114,0.00001,0.2221,0.0486,0.0141,0.0004,0.05709,0.0001,0.0012,0.0009,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.39504,0.0005,0.0832,0.0035,0.0119,0.0007,0.0136,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.06469,0.0566,0.0004,0.00147,0.0007,0.0184,0.0061,0.0001,0,0.00005,0,0.00285,0.02901,0,0,0,0.02901,0.01,0.0027,0.005,0.01,0.08505,0.0001,0.001,0.64124,0.04511,0.0001,1,1,0.01344,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1138,0.00001,0.22289,0.0536,0.0143,0.0004,0.0578,0.0001,0.0013,0.001,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.39112,0.0005,0.08304,0.0034,0.0129,0.0007,0.0134,0.0003,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.0607,0.05419,0.0004,0.00142,0.0007,0.0175,0.006,0.0001,0,0.00005,0,0.00285,0.00863,0,0,0,0.02474,0.01,0.0027,0.005,0.01,0.21845,0.0001,0.001,0.64124,0.04511,0.0001,1,1,0.0058,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1131,0.00001,0.2244,0.0584,0.0146,0.0004,0.0586,0.0001,0.0013,0.0011,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.3836,0.0005,0.08256,0.0034,0.013,0.0007,0.0132,0.0001,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.06049,0.055,0.0004,0.0014,0.0007,0.017,0.006,0.0001,0,0.00005,0,0.00285,0.00863,0,0,0,0.02474,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.01,0.64124,0.03495,0.0001,1,1,0.0058,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1144,0.00001,0.2278,0.0634,0.015,0.0004,0.06,0.0001,0.0013,0.0011,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0,0.4,0.0005,0.08,0.0035,0.013,0.0007,0.0134,0.0001,0.0001,0.0001,0.0001,0.0027,0.0027,0.0054,0.0607,0.05639,0.0004,0.0014,0.0007,0.017,0.006,0.0001,0.00578,0.00005,0,0.00285,0.00863,0,0,0,0.02474,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.01,0.64124,0.03495,0,1,1,0.0058,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1136,0.00001,0.2289,0.0676,0.0153,0.0004,0.0607,0.0013,0.0001,0.0012,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0,0.38536,0.0005,0.08,0.0035,0.013,0.0007,0.0133,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.0603,0.05709,0.0004,0.0014,0.0007,0.017,0.006,0.0001,0.00578,0.00005,0,0.00285,0.00863,0,0,0,0.02474,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.001,0.64124,0.03495,0,1,1,0.00354,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1141,0.00001,0.2305,0.0718,0.0155,0.0004,0.06179,0.0014,0.0001,0.0013,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0,0.38048,0.0005,0.08,0.0035,0.013,0.0007,0.0132,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.06,0.05809,0.0004,0,0.0007,0.017,0.006,0.0001,0.00578,0.00005,0,0.00285,0.00863,0,0,0,0.02474,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.001,0.64124,0.03495,0,1,1,0.00354,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1139,0.00001,0.2325,0.076,0.0159,0.0004,0.0625,0.0014,0.0001,0.0014,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0,0.38463,0.0005,0.08,0.0035,0.013,0.0007,0.0134,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.0607,0.06,0.0004,0,0.0007,0.017,0.006,0.0001,0.01468,0.00005,0,0.0056,0.00863,0,0,0,0.02474,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.001,0.64124,0.03495,0,1,1,0.0058,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1137,0.00001,0.2337,0.0796,0.0161,0.0004,0.06339,0.0014,0.0001,0.0014,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0,0.38327,0.0006,0.08,0.0035,0.013,0.0007,0.0134,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.05969,0.0603,0.0004,0,0.0007,0.017,0.006,0.0001,0.01468,0.00005,0,0.0056,0.00674,0,0,0,0.0115,0.05,0.0027,0.01,0.01,0.21845,0.0001,0.001,0.64124,0.03495,0,1,1,0.0058,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0,0.0001,1,0.1135,0.00001,0.23579,0.08,0.0164,0.0004,0.06429,0.0015,0.0001,0.0001,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0.0001,0.4,0.0006,0.08,0.0035,0.013,0.0007,0.0133,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.06,0.06209,0.0004,0.0014,0.0007,0.017,0.006,0.0001,0.01468,0.0027,0,0.055,0.00674,0,0,0,0.0115,0.05,0.0027,0.01,0.01,0.33505,0.0001,0.001,0.64124,0.03495,0,1,1,0.03512,0.01,0.01
1,0.5,0.15,0.05,0.15,0.00001,0.0005,0.0001,0.0001,0.0001,0.0001,0.0001,1,0.1138,0.00001,0.236,0.08,0.0168,0.0004,0.06549,0.0015,0.0001,0.0001,0.0001,0.0001,0,0.0027,0.0001,0.0001,0.0001,0.0001,0.4,0.0006,0.08,0.0035,0.013,0.0007,0.0133,0.0001,0,0.0001,0.0001,0.0027,0.0027,0.0054,0.06,0,0.0004,0,0.0007,0.017,0.006,0.0001,0.01785,0.0027,0,0.055,0.00674,0,0,0,0.0115,0.05,0.0027,0.01,0.01,0.33505,0.0001,0.001,0.64124,0.03495,0,1,1,0.03512,0.01,0.01
